,Unnamed: 0,Ticker,Price,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,Two-Week Price Return,Two-Week Return Percentile,Inverse RSI,RSI Percentile,HQM Score
373,373,PM,99.06,0.2083434984142473,0.6488095238095238,0.0513691360645298,0.6686507936507937,0.0235585864848109,0.6944444444444444,0.0022258195062727,0.626984126984127,-55.07620274369164,0.3591269841269841,0.5996031746031746
374,374,PNC,193.34,0.3059101654846335,0.8492063492063493,0.1039168665067946,0.8472222222222223,-0.0046334431630972,0.5119047619047619,0.0218816067653277,0.7837301587301587,-56.568903909063074,0.2996031746031746,0.6583333333333333
375,375,PNR,66.72,0.1842385516506921,0.5912698412698413,0.0363466915191053,0.6091269841269841,-0.0375072129255625,0.2400793650793651,-0.011262596324837,0.4702380952380952,-49.06414733133827,0.6130952380952381,0.5047619047619047
376,376,PNW,82.68,0.0668387096774194,0.2916666666666667,-0.0287795136849522,0.2698412698412698,-0.0191007236920156,0.3928571428571428,-0.0570255474452554,0.0793650793650793,-42.251313721907735,0.8611111111111112,0.3789682539682539
377,377,PPG,167.22,0.1865465124529907,0.5932539682539683,-0.0368621126598318,0.2261904761904762,-0.0749315409509583,0.0694444444444444,-0.0578624147839315,0.0734126984126984,-33.93751981037149,0.988095238095238,0.3900793650793651
378,378,PPL,28.31,0.0021274411590836,0.1369047619047619,-0.0390359809911745,0.2182539682539682,-0.0258086717136958,0.3293650793650793,-0.0351056578050443,0.2222222222222222,-44.26627993381808,0.7857142857142857,0.3384920634920635
379,379,PRGO,46.88,0.0534831460674157,0.2718253968253968,0.096993096993097,0.8293650793650794,0.0242516932488529,0.7003968253968255,-0.0177056050288108,0.4027777777777778,-53.42802967905988,0.4126984126984127,0.5234126984126984
380,380,PRU,104.33,0.2846940032015762,0.8075396825396826,0.0652440269552787,0.7162698412698413,-0.0221201612147342,0.3670634920634921,-0.0113711740737231,0.4642857142857143,-52.04463477053724,0.4682539682539682,0.5646825396825397
381,381,PSA,304.63,0.337034761235955,0.8928571428571429,0.1139837636217363,0.8630952380952381,0.0876923626236298,0.9226190476190476,0.0298164362259558,0.8293650793650794,-74.91491170643832,0.0238095238095238,0.7063492063492064
382,382,PSX,90.08,0.2633941093969145,0.7718253968253969,0.1695663464035315,0.9345238095238096,0.0669825288717797,0.880952380952381,-0.0098922840184656,0.498015873015873,-56.04648293144201,0.3154761904761904,0.6801587301587302
383,383,PVH,110.92,0.2118431115481263,0.6666666666666667,0.0317179797228164,0.5833333333333334,-0.0487951290626875,0.1547619047619047,-0.018580782162449,0.3948412698412698,-53.20116541127928,0.4206349206349206,0.4440476190476191
384,384,PWR,92.31,0.2334313201496525,0.7182539682539683,-0.0342121782799748,0.2380952380952381,-0.0339089481946624,0.2757936507936508,0.0020625271385149,0.623015873015873,-51.34184873366217,0.503968253968254,0.4718253968253968
385,385,PXD,165.18,0.335975412487868,0.8908730158730158,0.1228332540275983,0.882936507936508,0.0869250509969073,0.9206349206349206,0.0142453641164189,0.7361111111111112,-56.96185861956963,0.2896825396825397,0.7440476190476191
386,386,PYPL,289.62,0.2014436239940263,0.623015873015873,0.093483349694178,0.8194444444444444,0.1150810457013051,0.9543650793650794,0.0669368207773071,0.9623015873015872,-69.67061548892708,0.0595238095238095,0.6837301587301587
387,387,QCOM,137.67,-0.153529267092966,0.0178571428571428,0.0108671708642337,0.4821428571428571,0.0290775900732544,0.7242063492063493,0.0225804055559681,0.7916666666666667,-58.58858005939144,0.2539682539682539,0.453968253968254
388,388,QRVO,183.43,0.0487107655365617,0.2559523809523809,-0.0305993023993234,0.2559523809523809,-0.0097123020693304,0.4722222222222222,0.0002726578689061,0.6011904761904762,-54.29181908225489,0.3809523809523809,0.3932539682539682
389,389,RCL,89.22,0.341250751653638,0.8968253968253969,0.0537380418093775,0.6845238095238095,-0.0589292551491505,0.125,-0.0097669256381797,0.5,-52.01477685853717,0.4702380952380952,0.5353174603174603
390,390,RE,256.24,0.1284625886290571,0.4384920634920635,-0.0424514200298954,0.2043650793650793,-0.0143857219786137,0.4345238095238095,0.0094547746612039,0.6964285714285714,-51.97153938874199,0.4722222222222222,0.4492063492063491
391,391,REG,65.07,0.357888146911519,0.9206349206349206,0.0542773817239143,0.6884920634920636,0.0152909970354187,0.6527777777777777,-0.0460343058202609,0.1369047619047619,-50.219631468465074,0.5456349206349206,0.5888888888888889
