,Ticker,Price,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,Two-Week Price Return,Two-Week Return Percentile,Inverse RSI,RSI Percentile,HQM Score
0,A,137.2,0.17034888680371904,0.4603174603174603,0.12523579102763865,0.6944444444444444,0.029798093522479915,0.6150793650793651,0.054411312634491116,0.8888888888888888,-63.038292939427386,0.23015873015873015,0.5777777777777777
1,AAL,24.66,0.5558359621451104,0.9543650793650794,0.08324181858115526,0.5178571428571428,0.12346241457858774,0.9623015873015873,0.05655526992287919,0.8948412698412699,-65.8006149810985,0.13293650793650794,0.6924603174603174
2,AAP,194.65,0.2423410773551187,0.6111111111111112,0.04870427239911638,0.32936507936507936,-0.0356700520188258,0.19642857142857142,-0.048770952450764744,0.06944444444444445,-49.344814540369654,0.7202380952380952,0.38531746031746034
3,AAPL,124.3,-0.07878159045430971,0.04365079365079365,0.030423609384066998,0.2619047619047619,-0.062285232765247646,0.08928571428571429,-0.01552352288927616,0.24404761904761904,-41.800534966697036,0.882936507936508,0.3043650793650794
4,ABBV,112.21,0.07172874880611262,0.2698412698412698,0.07998075072184781,0.498015873015873,-0.021538193233345073,0.2698412698412698,-0.040201864682234224,0.0873015873015873,-44.00660518896555,0.8432539682539683,0.39365079365079364
5,ABC,114.32,0.17697930608462883,0.4761904761904762,-0.0259032038173143,0.07738095238095238,-0.07650052508280163,0.04960317460317461,-0.032498307379823996,0.11904761904761905,-40.20809224092506,0.9146825396825397,0.3273809523809524
6,ABMD,279.7,-0.12866043613707168,0.015873015873015872,-0.04834813378245053,0.06547619047619048,-0.0931491748532893,0.03373015873015873,0.043890423229081106,0.8273809523809524,-40.1964300545014,0.9166666666666667,0.37182539682539684
7,ABT,105.78,-0.02398966599003501,0.10515873015873016,-0.11183879093198987,0.01984126984126984,-0.11503388270727014,0.01984126984126984,-0.09388384444063727,0.011904761904761904,-23.674904395436002,1.0,0.23134920634920636
8,ACN,280.8362,0.08910338943612815,0.3035714285714286,0.04590592529142314,0.31547619047619047,-0.038495617639002895,0.17857142857142858,-0.021510748754398703,0.19047619047619047,-43.95571000544013,0.8492063492063493,0.3674603174603175
9,ADBE,495.9,-0.013095048559146713,0.1111111111111111,0.0995565410199556,0.5873015873015873,-0.015035652571156275,0.2996031746031746,0.027197216065621303,0.7380952380952381,-51.27445001749768,0.6607142857142857,0.4793650793650794
10,ADI,163.69,0.1400612898732413,0.39682539682539686,0.09286954199492586,0.5634920634920635,0.08203331570597565,0.880952380952381,0.10534134647849276,0.9682539682539683,-61.1712090709811,0.30753968253968256,0.6234126984126984
11,ADM,67.92,0.3735085945399393,0.8273809523809524,0.1940928270042194,0.9186507936507937,0.05074257425742576,0.744047619047619,0.003991130820399054,0.5178571428571428,-69.78030156969689,0.05158730158730159,0.611904761904762
12,ADP,196.68,0.12439972558884073,0.3670634920634921,0.051820952992138604,0.3412698412698413,0.027210529064605464,0.5912698412698413,0.010844426170529957,0.6031746031746031,-56.79363998602349,0.48412698412698413,0.4773809523809524
13,ADSK,281.02,-0.05824396782841822,0.06349206349206349,0.07243168981834819,0.4682539682539682,-0.022573127891203817,0.2599206349206349,0.02270907635199072,0.7043650793650794,-47.45117750904539,0.7698412698412699,0.4531746031746032
14,AEE,84.18,0.0986687548942835,0.32539682539682535,0.031933803248544335,0.2638888888888889,-0.011391661773341149,0.31746031746031744,0.009473557980573285,0.5813492063492063,-52.78522459526154,0.6031746031746031,0.4182539682539682
15,AEP,85.1,0.047771484855946754,0.21230158730158732,0.004603942863888568,0.17261904761904762,-0.040369869192602756,0.17063492063492064,-0.004212497074654803,0.39285714285714285,-42.06921032302398,0.878968253968254,0.36547619047619045
16,AES,25.63,0.09952809952809955,0.32936507936507936,-0.019135093761959435,0.09523809523809523,-0.06305976969475421,0.0873015873015873,0.018680445151033342,0.6746031746031745,-46.02225193997018,0.7956349206349206,0.3964285714285714
17,AFL,57.21,0.30765714285714285,0.7162698412698413,0.11847507331378304,0.6587301587301587,0.04933969185619951,0.7380952380952381,0.014002126905352696,0.6309523809523809,-65.3516590835289,0.1488095238095238,0.5785714285714286
18,AIG,53.56,0.44133476856835324,0.8869047619047619,0.1513327601031814,0.7916666666666667,0.09172441907867916,0.9107142857142857,0.03798449612403102,0.7976190476190476,-67.2327036433684,0.10119047619047619,0.6976190476190476
19,AIV,7.175,0.44366197183098594,0.8928571428571429,0.23070325900514574,0.9523809523809524,0.04744525547445258,0.7261904761904762,0.07329842931937176,0.9265873015873016,-68.82020664247254,0.06944444444444445,0.7134920634920635
20,AIZ,161.66,0.2198913371566555,0.5595238095238095,0.12623658910408253,0.6964285714285714,0.02498097895003803,0.5694444444444444,0.000309386795371468,0.4523809523809524,-62.62921745825614,0.25,0.5055555555555555
21,AJG,146.49,0.20538138731177494,0.5396825396825397,0.1724827917400353,0.869047619047619,0.010415229686853492,0.4603174603174603,-0.00013650945327951547,0.4444444444444444,-58.947563821430315,0.38095238095238093,0.5388888888888889
22,AKAM,113.86,0.0671040299906279,0.25793650793650796,0.14374686087393274,0.751984126984127,0.06401270909260812,0.8174603174603174,0.0030834287727952983,0.5059523809523809,-62.419833011476086,0.25793650793650796,0.5182539682539683
23,ALB,171.43,0.1722510940919037,0.4642857142857143,0.15069136796885502,0.7876984126984127,0.0328975115984817,0.6388888888888888,0.08692619832614766,0.9523809523809524,-61.33148011010282,0.3035714285714286,0.6293650793650793
